cluster_id,application_id,app_number,start_time,end_time
1440487435730,application_1440487435730_0039,0039,2015-09-01T18:14:42.000Z,2015-09-01T18:15:01.000Z
1448006111297,application_1448006111297_0137,0137,2016-04-07T10:45:23.000Z,2016-04-07T11:28:11.000Z
1448006111297,application_1448006111297_0138,0138,2016-04-07T11:40:01.000Z,2016-04-07T12:22:08.000Z
1460011102909,application_1460011102909_0176,0176,2016-07-26T11:54:22.000Z,2016-07-26T12:19:25.000Z
1472621869829,application_1472621869829_0081,0081,2016-09-09T07:43:50.000Z,2016-09-09T07:43:52.000Z
1472621869829,application_1472621869829_0082,0082,2016-09-09T07:45:52.000Z,2016-09-09T07:45:54.000Z
1472621869829,application_1472621869829_0083,0083,2016-09-09T07:46:53.000Z,2016-09-09T07:46:54.000Z
1472621869829,application_1472621869829_0084,0084,2016-09-09T07:48:28.000Z,2016-09-09T07:48:30.000Z
1472621869829,application_1472621869829_0085,0085,2016-09-09T07:51:21.000Z,2016-09-09T07:51:24.000Z
1472621869829,application_1472621869829_0086,0086,2016-09-09T07:52:45.000Z,2016-09-09T07:52:48.000Z
1472621869829,application_1472621869829_0087,0087,2016-09-09T08:04:48.000Z,2016-09-09T08:05:19.000Z
1472621869829,application_1472621869829_0088,0088,2016-09-09T10:06:53.000Z,2016-09-09T10:07:06.000Z
1474351042505,application_1474351042505_2578,2578,2016-11-18T22:30:10.000Z,2016-11-18T22:30:10.000Z
1485248649253,application_1485248649253_0001,0001,2017-01-24T17:00:29.000Z,2017-01-24T17:13:14.000Z
1485248649253,application_1485248649253_0002,0002,2017-02-01T11:58:10.000Z,2017-02-02T03:25:44.000Z
1485248649253,application_1485248649253_0003,0003,2017-02-09T19:44:22.000Z,2017-02-09T19:56:53.000Z
1485248649253,application_1485248649253_0004,0004,2017-02-09T19:56:37.000Z,2017-02-09T20:03:38.000Z
1485248649253,application_1485248649253_0005,0005,2017-02-09T20:17:49.000Z,2017-02-09T20:25:36.000Z
1485248649253,application_1485248649253_0006,0006,2017-02-09T20:36:13.000Z,2017-02-09T20:44:00.000Z
1485248649253,application_1485248649253_0007,0007,2017-03-14T20:56:32.000Z,2017-03-14T21:10:46.000Z
1485248649253,application_1485248649253_0008,0008,2017-03-14T20:59:53.000Z,2017-03-14T21:13:19.000Z
1485248649253,application_1485248649253_0009,0009,2017-03-14T21:02:28.000Z,2017-03-14T21:14:09.000Z
1485248649253,application_1485248649253_0010,0010,2017-03-14T21:11:16.000Z,2017-03-14T21:21:06.000Z
1485248649253,application_1485248649253_0011,0011,2017-03-14T21:13:10.000Z,2017-03-14T21:22:08.000Z
1485248649253,application_1485248649253_0012,0012,2017-03-14T21:21:46.000Z,2017-03-14T21:30:44.000Z
1485248649253,application_1485248649253_0014,0014,2017-03-14T21:24:00.000Z,2017-03-14T21:31:23.000Z
1485248649253,application_1485248649253_0015,0015,2017-03-14T21:24:04.000Z,2017-03-14T21:33:03.000Z
1485248649253,application_1485248649253_0016,0016,2017-03-14T21:26:51.000Z,2017-03-14T21:31:31.000Z
1485248649253,application_1485248649253_0017,0017,2017-03-14T21:22:45.000Z,2017-03-14T21:37:48.000Z
1485248649253,application_1485248649253_0018,0018,2017-03-14T21:26:34.000Z,2017-03-14T21:40:13.000Z
1485248649253,application_1485248649253_0019,0019,2017-03-14T21:30:51.000Z,2017-03-14T21:45:54.000Z
1485248649253,application_1485248649253_0020,0020,2017-03-14T21:39:59.000Z,2017-03-14T21:45:15.000Z
1485248649253,application_1485248649253_0021,0021,2017-03-14T21:58:45.000Z,2017-03-14T21:58:45.000Z
1485248649253,application_1485248649253_0022,0022,2017-03-14T21:52:54.000Z,2017-03-14T22:07:57.000Z
